text,category,priority,sentiment
"bahut problem hai, power power failure ho gaya hai market me jaldi solve kare",electricity,Normal,Negative
"serious issue, pipeline supply band hai market me bahut dikkat ho rahi hai",water,High,Negative
complaint: road bahut kharab condition me hai market me,roads,Normal,Negative
"please help, awaz disturbance create ho raha h main road pe bahut dikkat ho rahi h",public,Normal,Negative
"please help, crowd control nahi ho raha near school immediate action needed",public,Normal,Neutral
"bahut problem hai, electricity meter ka issue hai colony me jaldi solve kare",electricity,Normal,Neutral
urgent: street bade potholes hai market me please fix asap,roads,High,Negative
complaint: safai kachra jama h near school bahut dikkat ho rahi h,sanitation,Normal,Neutral
complaint: road construction incomplete hai near hospital please fix asap,roads,Normal,Neutral
complaint: dp faat gaya market me immediate action needed,electricity,Normal,Negative
urgent: garbage kachra jama hai society me jaldi solve kare,sanitation,High,Negative
complaint: traffic illegal parking ho rahi hai society me please fix asap,public,Normal,Negative
urgent: crowd bahut zyada hai main road pe bahut dikkat ho rahi hai,public,High,Negative
"please help, supply tap se pani nahi aa raha near school immediate action needed",water,Normal,Neutral
complaint: water ganda pani aa raha hai area me bahut dikkat ho rahi hai,water,Normal,Negative
"please help, pani supply band hai colony me",water,Normal,Neutral
"bahut problem hai, supply water issue hai main road pe please fix asap",water,Normal,Negative
complaint: parking illegal parking ho rahi h near school immediate action needed,public,Normal,Neutral
urgent: current faat gaya near hospital,electricity,High,Negative
"please help, light shock lagne ka danger hai colony me immediate action needed",electricity,High,Negative
complaint: tap supply band hai market me please fix asap,water,Normal,Neutral
urgent: pani ganda pani aa raha hai market me please fix asap,water,High,Negative
complaint: kooda cleaning nahi hui market me jaldi solve kare,sanitation,Normal,Negative
"please help, pothole kaam adhura h main road pe bahut dikkat ho rahi h",roads,Normal,Neutral
"bahut problem hai, bijli nahi aa rahi main road pe jaldi solve kare",electricity,Normal,Neutral
urgent: garbage overflow ho raha hai area me please fix asap,sanitation,High,Negative
complaint: drain kachra jama hai near school immediate action needed,sanitation,Normal,Neutral
"serious issue, current bar bar cut ho rahi h ghar ke paas bahut dikkat ho rahi h",electricity,High,Negative
"serious issue, sadak accident ka danger hai society me please fix asap",roads,High,Negative
complaint: tap ganda pani aa raha hai colony me please fix asap,water,Normal,Neutral
"bahut problem hai, sadak bahut kharab condition me hai ghar ke paas",roads,Normal,Negative
"serious issue, road bahut kharab condition me hai market me immediate action needed",roads,Normal,Negative
"please help, construction toot gayi h near school immediate action needed",roads,Normal,Negative
street kaam adhura hai ghar ke paas,roads,Normal,Neutral
"serious issue, pothole road damage hai ghar ke paas immediate action needed",roads,Normal,Negative
"serious issue, kooda kachra jama hai market me jaldi solve kare",sanitation,High,Negative
parking control nahi ho raha colony me bahut dikkat ho rahi hai,public,High,Negative
"serious issue, kooda drain block ho gaya hai society me jaldi solve kare",sanitation,Normal,Negative
"bahut problem hai, crowd control nahi ho raha near hospital immediate action needed",public,Normal,Neutral
"serious issue, nala drain block ho gaya hai near hospital jaldi solve kare",sanitation,High,Negative
"please help, drain cleaning nahi hui society me",sanitation,Normal,Neutral
complaint: jal pressure bahut kam hai main road pe,water,Normal,Neutral
"please help, tap tap se pani nahi aa raha colony me please fix asap",water,Normal,Negative
urgent: light meter ka issue hai near hospital jaldi solve kare,electricity,High,Negative
urgent: awaz bahut zyada h area me immediate action needed,public,High,Negative
"serious issue, sadak road damage hai main road pe bahut dikkat ho rahi hai",roads,High,Negative
complaint: sadak accident ka danger h near school jaldi solve kare,roads,High,Negative
supply pipeline leak ho rahi hai market me jaldi solve kare,water,Normal,Neutral
"bahut problem hai, street toot gayi hai near school bahut dikkat ho rahi hai",roads,High,Negative
"serious issue, pani pipeline leak ho rahi h society me jaldi solve kare",water,Normal,Negative
"please help, traffic control nahi ho raha near school please fix asap",public,Normal,Negative
"please help, supply nahi aa raha main road pe immediate action needed",water,Normal,Neutral
"bahut problem hai, awaz illegal parking ho rahi hai colony me immediate action needed",public,Normal,Negative
complaint: road toot gayi hai near hospital please fix asap,roads,High,Negative
complaint: construction kaam adhura hai market me please fix asap,roads,Normal,Neutral
complaint: jal nahi aa raha area me,water,High,Negative
complaint: electricity faat gaya near school bahut dikkat ho rahi hai,electricity,Normal,Negative
"bahut problem hai, street toot gayi hai colony me please fix asap",roads,Normal,Neutral
"bahut problem hai, kooda overflow ho raha hai near hospital jaldi solve kare",sanitation,Normal,Neutral
urgent: bijli nahi aa rahi society me immediate action needed,electricity,High,Negative
"serious issue, awaz traffic jam ho raha hai colony me please fix asap",public,Normal,Negative
nala overflow ho raha hai near hospital,sanitation,Normal,Neutral
urgent: street construction incomplete hai society me please fix asap,roads,High,Negative
"serious issue, sadak bahut kharab condition me h ghar ke paas",roads,Normal,Negative
urgent: tap pressure bahut kam hai near school,water,High,Negative
complaint: jal supply band hai colony me immediate action needed,water,Normal,Neutral
light power failure ho gaya hai near hospital please fix asap,electricity,Normal,Negative
"please help, traffic log bahut shor kar rahe hai market me",public,Normal,Neutral
"serious issue, supply water issue hai ghar ke paas jaldi solve kare",water,Normal,Negative
"serious issue, tap ganda pani aa raha h colony me jaldi solve kare",water,High,Negative
"bahut problem hai, sadak toot gayi hai main road pe bahut dikkat ho rahi hai",roads,Normal,Neutral
urgent: pothole road damage hai main road pe immediate action needed,roads,High,Negative
"bahut problem hai, pani water issue hai colony me bahut dikkat ho rahi hai",water,Normal,Negative
complaint: nala bahut badbu aa rahi hai area me please fix asap,sanitation,Normal,Neutral
electricity transformer kharab hai near school please fix asap,electricity,Normal,Neutral
urgent: garbage area ganda hai ghar ke paas please fix asap,sanitation,High,Negative
"serious issue, construction bahut kharab condition me hai near school",roads,High,Negative
"bahut problem hai, nala kachra jama hai near school please fix asap",sanitation,Normal,Neutral
"please help, dp faat gaya society me",electricity,Normal,Neutral
"bahut problem hai, street bahut kharab condition me hai colony me bahut dikkat ho rahi hai",roads,Normal,Negative
"bahut problem hai, awaz log bahut shor kar rahe hai near hospital immediate action needed",public,Normal,Neutral
complaint: pani supply band h colony me bahut dikkat ho rahi h,water,High,Negative
urgent: transformer shock lagne ka danger hai near school jaldi solve kare,electricity,High,Negative
"please help, supply tap se pani nahi aa raha near school please fix asap",water,Normal,Negative
"serious issue, tap supply band hai market me please fix asap",water,Normal,Negative
urgent: street bade potholes hai near hospital please fix asap,roads,High,Negative
"please help, light current nahi aa raha area me immediate action needed",electricity,Normal,Negative
"please help, crowd bahut zyada hai colony me please fix asap",public,Normal,Neutral
"please help, transformer shock lagne ka danger hai near school bahut dikkat ho rahi hai",electricity,High,Negative
urgent: drain kachra jama hai area me bahut dikkat ho rahi hai,sanitation,High,Negative
"please help, construction kaam adhura hai society me please fix asap",roads,Normal,Neutral
"serious issue, road kaam adhura hai area me bahut dikkat ho rahi hai",roads,Normal,Negative
"bahut problem hai, voltage meter ka issue hai market me",electricity,Normal,Neutral
"serious issue, kooda overflow ho raha hai ghar ke paas bahut dikkat ho rahi hai",sanitation,High,Negative
"serious issue, awaz log bahut shor kar rahe hai near school please fix asap",public,Normal,Negative
sadak accident ka danger hai near hospital jaldi solve kare,roads,High,Negative
"please help, awaz traffic jam ho raha h area me immediate action needed",public,Normal,Neutral
drain overflow ho raha hai near hospital please fix asap,sanitation,Normal,Neutral
complaint: traffic control nahi ho raha main road pe immediate action needed,public,Normal,Negative
pipeline pressure bahut kam hai near school bahut dikkat ho rahi hai,water,High,Negative
urgent: pipeline supply band hai ghar ke paas jaldi solve kare,water,High,Negative
"please help, traffic disturbance create ho raha hai area me",public,High,Negative
transformer faat gaya market me jaldi solve kare,electricity,Normal,Negative
"please help, sadak construction incomplete h main road pe bahut dikkat ho rahi h",roads,Normal,Negative
"serious issue, construction kaam adhura hai ghar ke paas immediate action needed",roads,Normal,Negative
"serious issue, construction road damage hai near school immediate action needed",roads,Normal,Negative
"please help, traffic control nahi ho raha near school jaldi solve kare",public,Normal,Neutral
complaint: sadak road damage hai colony me jaldi solve kare,roads,Normal,Neutral
"bahut problem hai, pani water issue hai colony me please fix asap",water,Normal,Neutral
complaint: pani pressure bahut kam hai area me immediate action needed,water,Normal,Neutral
"please help, jal supply band hai near school",water,Normal,Negative
"serious issue, dp nahi aa rahi society me immediate action needed",electricity,Normal,Negative
"bahut prblm h, traffic control nahi ho raha near school please fix asap",public,Normal,Neutral
"serious issue, garbage drain block ho gaya hai market me please fix asap",sanitation,Normal,Negative
"serious issue, street accident ka danger hai main road pe immediate action needed",roads,High,Negative
complaint: bijli nahi aa rahi society me immediate action needed,electricity,Normal,Negative
"serious issue, light shock lagne ka danger hai near hospital",electricity,High,Negative
"bahut prblm h, pipeline pipeline leak ho rahi h near school bahut dikkat ho rahi h",water,Normal,Neutral
"serious issue, jal ganda pani aa raha hai colony me bahut dikkat ho rahi hai",water,High,Negative
complaint: drain bahut badbu aa rahi hai near school please fix asap,sanitation,Normal,Negative
traffic log bahut shor kar rahe hai society me,public,Normal,Neutral
"please help, drain overflow ho raha hai ghar ke paas bahut dikkat ho rahi hai",sanitation,Normal,Negative
"bahut problem hai, parking log bahut shor kar rahe hai market me please fix asap",public,Normal,Neutral
complaint: safai cleaning nahi hui society me bahut dikkat ho rahi hai,sanitation,Normal,Neutral
